Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
135,Entry short,2022-02-08 15:50,Short,35228,28.2,993429.6,-225.6,-0.02,592.2,0.06,-535.8,-0.05,-5318.1,-0.53
136,Exit short,2022-02-10 15:45,Exit Short Trailing,35780,27.7,991355.3,249.3,0.03,997.2,0.10,-387.8,-0.04,-5068.8,-0.51
136,Entry short,2022-02-10 15:40,Short,35789,27.7,991355.3,249.3,0.03,997.2,0.10,-387.8,-0.04,-5068.8,-0.51
137,Exit short,2022-03-14 16:05,Cierre forzoso fin sesión,33142,29.9,993068.7,2122.9,0.21,2362.1,0.24,-239.2,-0.02,-2945.9,-0.29
137,Entry short,2022-03-14 15:45,Short,33213,29.9,993068.7,2122.9,0.21,2362.1,0.24,-239.2,-0.02,-2945.9,-0.29
138,Exit short,2022-03-17 15:55,Exit Short Trailing,34102,29.2,993968,-1810.4,-0.18,204.4,0.02,-1927.2,-0.19,-4756.3,-0.48
138,Entry short,2022-03-17 15:50,Short,34040,29.2,993968,-1810.4,-0.18,204.4,0.02,-1927.2,-0.19,-4756.3,-0.48
139,Exit short,2022-03-18 16:05,Cierre forzoso fin sesión,34384,28.9,991905.8,-1791.8,-0.18,57.8,0.01,-1791.8,-0.18,-6548.1,-0.65
139,Entry short,2022-03-18 15:55,Short,34322,28.9,991905.8,-1791.8,-0.18,57.8,0.01,-1791.8,-0.18,-6548.1,-0.65
140,Exit long,2022-03-28 15:55,Exit Long Trailing,34590,28.7,992474.7,258.3,0.03,688.8,0.07,-401.8,-0.04,-6289.8,-0.63
140,Entry long,2022-03-28 15:50,Long,34581,28.7,992474.7,258.3,0.03,688.8,0.07,-401.8,-0.04,-6289.8,-0.63
141,Exit long,2022-03-31 15:40,Exit Long Trailing,35102,28.3,992933.8,452.8,0.05,622.6,0.06,-537.7,-0.05,-5837,-0.58
141,Entry long,2022-03-31 15:35,Long,35086,28.3,992933.8,452.8,0.05,622.6,0.06,-537.7,-0.05,-5837,-0.58
142,Exit long,2022-04-01 15:50,Exit Long Trailing,34652,28.6,990789.8,257.4,0.03,715,0.07,-371.8,-0.04,-5579.6,-0.56
142,Entry long,2022-04-01 15:45,Long,34643,28.6,990789.8,257.4,0.03,715,0.07,-371.8,-0.04,-5579.6,-0.56
143,Exit long,2022-04-06 16:05,Cierre forzoso fin sesión,34461,28.8,991929.6,547.2,0.06,1094.4,0.11,0,0.00,-5032.4,-0.50
143,Entry long,2022-04-06 15:50,Long,34442,28.8,991929.6,547.2,0.06,1094.4,0.11,0,0.00,-5032.4,-0.50
144,Exit short,2022-04-12 16:05,Cierre forzoso fin sesión,34535,28.7,991929.4,774.9,0.08,975.8,0.10,-459.2,-0.05,-4257.5,-0.43
144,Entry short,2022-04-12 15:40,Short,34562,28.7,991929.4,774.9,0.08,975.8,0.10,-459.2,-0.05,-4257.5,-0.43
145,Exit long,2022-04-26 16:05,Cierre forzoso fin sesión,33503,29.7,994237.2,801.9,0.08,1009.8,0.10,-118.8,-0.01,-3455.6,-0.35
145,Entry long,2022-04-26 16:00,Long,33476,29.7,994237.2,801.9,0.08,1009.8,0.10,-118.8,-0.01,-3455.6,-0.35
146,Exit long,2022-05-04 16:05,Cierre forzoso fin sesión,33119,30,994230,-660,-0.07,660,0.07,-960,-0.10,-4115.6,-0.41
146,Entry long,2022-05-04 15:50,Long,33141,30,994230,-660,-0.07,660,0.07,-960,-0.10,-4115.6,-0.41
147,Exit long,2022-05-24 16:05,Cierre forzoso fin sesión,31628,31.5,992911.5,3370.5,0.34,4662,0.47,-63,-0.01,-745.1,-0.07
147,Entry long,2022-05-24 15:45,Long,31521,31.5,992911.5,3370.5,0.34,4662,0.47,-63,-0.01,-745.1,-0.07
148,Exit long,2022-06-01 15:50,Exit Long Trailing,32614,30.6,998692.2,-703.8,-0.07,734.4,0.07,-734.4,-0.07,-1448.9,-0.14
148,Entry long,2022-06-01 15:45,Long,32637,30.6,998692.2,-703.8,-0.07,734.4,0.07,-734.4,-0.07,-1448.9,-0.14
149,Exit long,2022-06-03 15:55,Exit Long Trailing,32874,30.3,996536.7,-454.5,-0.05,303,0.03,-757.5,-0.08,-1903.4,-0.19
149,Entry long,2022-06-03 15:50,Long,32889,30.3,996536.7,-454.5,-0.05,303,0.03,-757.5,-0.08,-1903.4,-0.19
150,Exit long,2022-06-09 15:50,Exit Long Trailing,32750,30.4,997636.8,-2036.8,-0.20,456,0.05,-2188.8,-0.22,-3940.2,-0.39
150,Entry long,2022-06-09 15:45,Long,32817,30.4,997636.8,-2036.8,-0.20,456,0.05,-2188.8,-0.22,-3940.2,-0.39
151,Exit short,2022-06-20 16:00,Exit Short Trailing,30187,32.9,993777.4,625.1,0.06,625.1,0.06,-1612.1,-0.16,-3315.1,-0.33
151,Entry short,2022-06-20 15:55,Short,30206,32.9,993777.4,625.1,0.06,625.1,0.06,-1612.1,-0.16,-3315.1,-0.33
152,Exit short,2022-06-22 16:05,Cierre forzoso fin sesión,30518,32.5,994402.5,2567.5,0.26,3055,0.31,-422.5,-0.04,-747.6,-0.07
152,Entry short,2022-06-22 15:45,Short,30597,32.5,994402.5,2567.5,0.26,3055,0.31,-422.5,-0.04,-747.6,-0.07
153,Exit long,2022-07-05 16:05,Cierre forzoso fin sesión,30531,32.7,998592.6,-228.9,-0.02,1308,0.13,-817.5,-0.08,-976.5,-0.10
153,Entry long,2022-07-05 15:45,Long,30538,32.7,998592.6,-228.9,-0.02,1308,0.13,-817.5,-0.08,-976.5,-0.10
154,Exit long,2022-07-14 16:05,Cierre forzoso fin sesión,30473,32.7,996499.8,-32.7,0.00,555.9,0.06,-1013.7,-0.10,-1009.2,-0.10
154,Entry long,2022-07-14 15:45,Long,30474,32.7,996499.8,-32.7,0.00,555.9,0.06,-1013.7,-0.10,-1009.2,-0.10
155,Exit long,2022-07-21 16:05,Cierre forzoso fin sesión,31818,31.4,998049,1036.2,0.10,1224.6,0.12,-1318.8,-0.13,27,0.00
155,Entry long,2022-07-21 15:35,Long,31785,31.4,998049,1036.2,0.10,1224.6,0.12,-1318.8,-0.13,27,0.00
156,Exit long,2022-08-04 15:45,Exit Long Trailing,32698,30.6,999579.6,979.2,0.10,1224,0.12,-153,-0.02,1006.2,0.10
156,Entry long,2022-08-04 15:40,Long,32666,30.6,999579.6,979.2,0.10,1224,0.12,-153,-0.02,1006.2,0.10
157,Exit short,2022-08-08 15:55,Exit Short Trailing,32948,30.4,1000433.6,-1185.6,-0.12,1976,0.20,-1185.6,-0.12,-179.4,-0.02
157,Entry short,2022-08-08 15:40,Short,32909,30.4,1000433.6,-1185.6,-0.12,1976,0.20,-1185.6,-0.12,-179.4,-0.02
158,Exit short,2022-08-15 15:50,Exit Short Trailing,33860,29.5,997572,-1298,-0.13,29.5,0.00,-1298,-0.13,-1477.4,-0.15
158,Entry short,2022-08-15 15:45,Short,33816,29.5,997572,-1298,-0.13,29.5,0.00,-1298,-0.13,-1477.4,-0.15
159,Exit short,2022-08-24 16:00,Exit Short Trailing,33074,30.1,996279.9,752.5,0.08,752.5,0.08,-120.4,-0.01,-724.9,-0.07
159,Entry short,2022-08-24 15:55,Short,33099,30.1,996279.9,752.5,0.08,752.5,0.08,-120.4,-0.01,-724.9,-0.07
160,Exit short,2022-09-09 15:45,Exit Short Trailing,32107,31.1,998994.2,466.5,0.05,870.8,0.09,-404.3,-0.04,-258.4,-0.03
160,Entry short,2022-09-09 15:40,Short,32122,31.1,998994.2,466.5,0.05,870.8,0.09,-404.3,-0.04,-258.4,-0.03
161,Exit short,2022-09-12 15:55,Exit Short Trailing,32352,30.8,998998,2556.4,0.26,2556.4,0.26,-431.2,-0.04,2298,0.23
161,Entry short,2022-09-12 15:40,Short,32435,30.8,998998,2556.4,0.26,2556.4,0.26,-431.2,-0.04,2298,0.23
162,Exit long,2022-09-20 16:05,Cierre forzoso fin sesión,30817,32.5,1000512.5,1040,0.10,1202.5,0.12,-97.5,-0.01,3338,0.33
162,Entry long,2022-09-20 15:55,Long,30785,32.5,1000512.5,1040,0.10,1202.5,0.12,-97.5,-0.01,3338,0.33
163,Exit long,2022-09-22 15:55,Exit Long Trailing,30058,33.3,1003262.4,-2331,-0.23,632.7,0.06,-2331,-0.23,1007,0.10
163,Entry long,2022-09-22 15:50,Long,30128,33.3,1003262.4,-2331,-0.23,632.7,0.06,-2331,-0.23,1007,0.10
164,Exit short,2022-10-11 15:50,Exit Short Trailing,29513,33.9,999270.3,-1220.4,-0.12,271.2,0.03,-1932.3,-0.19,-213.4,-0.02
164,Entry short,2022-10-11 15:45,Short,29477,33.9,999270.3,-1220.4,-0.12,271.2,0.03,-1932.3,-0.19,-213.4,-0.02
165,Exit short,2022-10-26 16:00,Exit Short Trailing,32152,31.1,998683.2,-1244,-0.12,342.1,0.03,-1244,-0.12,-1457.4,-0.15
165,Entry short,2022-10-26 15:55,Short,32112,31.1,998683.2,-1244,-0.12,342.1,0.03,-1244,-0.12,-1457.4,-0.15
166,Exit long,2022-11-30 15:55,Exit Long Trailing,33626,29.6,995507.2,-177.6,-0.02,621.6,0.06,-532.8,-0.05,-1635,-0.16
166,Entry long,2022-11-30 15:50,Long,33632,29.6,995507.2,-177.6,-0.02,621.6,0.06,-532.8,-0.05,-1635,-0.16
167,Exit long,2022-12-09 16:05,Cierre forzoso fin sesión,33806,29.5,995389,1888,0.19,2124,0.21,-1711,-0.17,253,0.03
167,Entry long,2022-12-09 15:40,Long,33742,29.5,995389,1888,0.19,2124,0.21,-1711,-0.17,253,0.03
168,Exit long,2022-12-22 16:00,Exit Long Trailing,32900,30.3,997748.7,-878.7,-0.09,1060.5,0.11,-878.7,-0.09,-625.7,-0.06
168,Entry long,2022-12-22 15:50,Long,32929,30.3,997748.7,-878.7,-0.09,1060.5,0.11,-878.7,-0.09,-625.7,-0.06
169,Exit long,2023-01-03 16:05,Cierre forzoso fin sesión,33111,30.1,997393.6,-752.5,-0.08,541.8,0.05,-812.7,-0.08,-1378.2,-0.14
169,Entry long,2023-01-03 16:00,Long,33136,30.1,997393.6,-752.5,-0.08,541.8,0.05,-812.7,-0.08,-1378.2,-0.14
170,Exit long,2023-01-05 16:00,Exit Long Trailing,32882,30.3,996809.4,-484.8,-0.05,484.8,0.05,-787.8,-0.08,-1863,-0.19
170,Entry long,2023-01-05 15:55,Long,32898,30.3,996809.4,-484.8,-0.05,484.8,0.05,-787.8,-0.08,-1863,-0.19
171,Exit long,2023-02-01 15:45,Exit Long Trailing,33811,29.4,995190,-1146.6,-0.12,499.8,0.05,-1146.6,-0.12,-3009.6,-0.30
171,Entry long,2023-02-01 15:40,Long,33850,29.4,995190,-1146.6,-0.12,499.8,0.05,-1146.6,-0.12,-3009.6,-0.30
172,Exit long,2023-02-01 16:05,Cierre forzoso fin sesión,33753,29.5,995005.5,708,0.07,885,0.09,-1091.5,-0.11,-2301.6,-0.23
172,Entry long,2023-02-01 15:55,Long,33729,29.5,995005.5,708,0.07,885,0.09,-1091.5,-0.11,-2301.6,-0.23
173,Exit long,2023-02-07 16:05,Cierre forzoso fin sesión,33728,29.5,995300.5,-324.5,-0.03,442.5,0.04,-354,-0.04,-2626.1,-0.26
173,Entry long,2023-02-07 16:00,Long,33739,29.5,995300.5,-324.5,-0.03,442.5,0.04,-354,-0.04,-2626.1,-0.26
174,Exit long,2023-02-14 15:45,Exit Long Trailing,34032,29.3,997166.9,-29.3,0.00,673.9,0.07,-791.1,-0.08,-2655.4,-0.27
174,Entry long,2023-02-14 15:40,Long,34033,29.3,997166.9,-29.3,0.00,673.9,0.07,-791.1,-0.08,-2655.4,-0.27
175,Exit short,2023-02-23 15:45,Exit Short Trailing,33117,30,995100,1590,0.16,1590,0.16,0,0.00,-1065.4,-0.11
175,Entry short,2023-02-23 15:40,Short,33170,30,995100,1590,0.16,1590,0.16,0,0.00,-1065.4,-0.11
176,Exit long,2023-02-23 15:55,Exit Long Trailing,33040,30.2,998110,-302,-0.03,181.2,0.02,-664.4,-0.07,-1367.4,-0.14
176,Entry long,2023-02-23 15:50,Long,33050,30.2,998110,-302,-0.03,181.2,0.02,-664.4,-0.07,-1367.4,-0.14
177,Exit short,2023-02-27 16:05,Cierre forzoso fin sesión,32994,30.2,997808,1389.2,0.14,2597.2,0.26,0,0.00,21.8,0.00
177,Entry short,2023-02-27 15:40,Short,33040,30.2,997808,1389.2,0.14,2597.2,0.26,0,0.00,21.8,0.00
178,Exit long,2023-02-28 16:05,Cierre forzoso fin sesión,32777,30.5,998539.5,1159,0.12,1769,0.18,-213.5,-0.02,1180.8,0.12
178,Entry long,2023-02-28 16:00,Long,32739,30.5,998539.5,1159,0.12,1769,0.18,-213.5,-0.02,1180.8,0.12
179,Exit short,2023-03-14 16:05,Cierre forzoso fin sesión,32171,31,998324,1023,0.10,1085,0.11,-1147,-0.11,2203.8,0.22
179,Entry short,2023-03-14 15:50,Short,32204,31,998324,1023,0.10,1085,0.11,-1147,-0.11,2203.8,0.22
180,Exit short,2023-04-05 15:40,Exit Short Trailing,33473,29.9,1000603.5,-239.2,-0.02,29.9,0.00,-777.4,-0.08,1964.6,0.20
180,Entry short,2023-04-05 15:35,Short,33465,29.9,1000603.5,-239.2,-0.02,29.9,0.00,-777.4,-0.08,1964.6,0.20
181,Exit short,2023-04-13 16:05,Cierre forzoso fin sesión,33828,29.6,1001012.8,-296,-0.03,0,0.00,-532.8,-0.05,1668.6,0.17
181,Entry short,2023-04-13 16:00,Short,33818,29.6,1001012.8,-296,-0.03,0,0.00,-532.8,-0.05,1668.6,0.17
182,Exit short,2023-04-24 16:05,Cierre forzoso fin sesión,33777,29.6,999088.8,-710.4,-0.07,325.6,0.03,-740,-0.07,958.2,0.10
182,Entry short,2023-04-24 15:45,Short,33753,29.6,999088.8,-710.4,-0.07,325.6,0.03,-740,-0.07,958.2,0.10
183,Exit long,2023-05-02 15:50,Exit Long Trailing,33502,29.8,999104.6,-745,-0.07,745,0.07,-745,-0.07,213.2,0.02
183,Entry long,2023-05-02 15:45,Long,33527,29.8,999104.6,-745,-0.07,745,0.07,-745,-0.07,213.2,0.02
184,Exit long,2023-05-03 16:05,Cierre forzoso fin sesión,33682,29.7,1000117.8,237.6,0.02,386.1,0.04,-178.2,-0.02,450.8,0.05
184,Entry long,2023-05-03 16:00,Long,33674,29.7,1000117.8,237.6,0.02,386.1,0.04,-178.2,-0.02,450.8,0.05
185,Exit long,2023-05-11 15:45,Exit Long Trailing,33296,30,997740,1140,0.11,1650,0.17,-150,-0.02,1590.8,0.16
185,Entry long,2023-05-11 15:40,Long,33258,30,997740,1140,0.11,1650,0.17,-150,-0.02,1590.8,0.16
186,Exit long,2023-05-12 16:05,Cierre forzoso fin sesión,33226,30.1,1001547.4,-1444.8,-0.14,301,0.03,-1565.2,-0.16,146,0.01
186,Entry long,2023-05-12 16:00,Long,33274,30.1,1001547.4,-1444.8,-0.14,301,0.03,-1565.2,-0.16,146,0.01
187,Exit long,2023-05-16 15:45,Exit Long Trailing,33108,30.2,999740.8,120.8,0.01,604,0.06,-302,-0.03,266.8,0.03
187,Entry long,2023-05-16 15:40,Long,33104,30.2,999740.8,120.8,0.01,604,0.06,-302,-0.03,266.8,0.03
188,Exit long,2023-05-22 16:05,Cierre forzoso fin sesión,33366,29.9,997493.9,149.5,0.01,867.1,0.09,-239.2,-0.02,416.3,0.04
188,Entry long,2023-05-22 15:55,Long,33361,29.9,997493.9,149.5,0.01,867.1,0.09,-239.2,-0.02,416.3,0.04
189,Exit short,2023-06-08 16:05,Cierre forzoso fin sesión,33725,29.6,998467.2,207.2,0.02,947.2,0.09,-296,-0.03,623.5,0.06
189,Entry short,2023-06-08 15:50,Short,33732,29.6,998467.2,207.2,0.02,947.2,0.09,-296,-0.03,623.5,0.06
190,Exit long,2023-06-20 15:50,Exit Long Trailing,33999,29.4,998688.6,882,0.09,970.2,0.10,-88.2,-0.01,1505.5,0.15
190,Entry long,2023-06-20 15:45,Long,33969,29.4,998688.6,882,0.09,970.2,0.10,-88.2,-0.01,1505.5,0.15
191,Exit long,2023-07-06 16:05,Cierre forzoso fin sesión,33843,29.6,1001012.8,740,0.07,858.4,0.09,-503.2,-0.05,2245.5,0.22
191,Entry long,2023-07-06 15:35,Long,33818,29.6,1001012.8,740,0.07,858.4,0.09,-503.2,-0.05,2245.5,0.22
192,Exit short,2023-07-17 16:05,Cierre forzoso fin sesión,34581,28.9,999679.9,289,0.03,433.5,0.04,-115.6,-0.01,2534.5,0.25
192,Entry short,2023-07-17 16:00,Short,34591,28.9,999679.9,289,0.03,433.5,0.04,-115.6,-0.01,2534.5,0.25
193,Exit short,2023-07-18 15:55,Exit Short Trailing,34966,28.6,1000399.4,371.8,0.04,457.6,0.05,-343.2,-0.03,2906.3,0.29
193,Entry short,2023-07-18 15:50,Short,34979,28.6,1000399.4,371.8,0.04,457.6,0.05,-343.2,-0.03,2906.3,0.29
194,Exit short,2023-08-04 15:50,Exit Short Trailing,35441,28.2,999323.4,-112.8,-0.01,141,0.01,-253.8,-0.03,2793.5,0.28
194,Entry short,2023-08-04 15:45,Short,35437,28.2,999323.4,-112.8,-0.01,141,0.01,-253.8,-0.03,2793.5,0.28
195,Exit short,2023-08-11 16:05,Cierre forzoso fin sesión,35280,28.4,1001923.6,-28.4,0.00,482.8,0.05,-454.4,-0.05,2765.1,0.28
195,Entry short,2023-08-11 16:00,Short,35279,28.4,1001923.6,-28.4,0.00,482.8,0.05,-454.4,-0.05,2765.1,0.28
196,Exit long,2023-08-22 15:45,Exit Long Trailing,34348,29.1,999846.9,-320.1,-0.03,378.3,0.04,-320.1,-0.03,2445,0.24
196,Entry long,2023-08-22 15:40,Long,34359,29.1,999846.9,-320.1,-0.03,378.3,0.04,-320.1,-0.03,2445,0.24
197,Exit short,2023-09-14 16:00,Exit Short Trailing,34833.9,28.7,999833.38,100.45,0.01,172.2,0.02,-86.1,-0.01,2545.45,0.25
197,Entry short,2023-09-14 15:55,Short,34837.4,28.7,999833.38,100.45,0.01,172.2,0.02,-86.1,-0.01,2545.45,0.25
198,Exit long,2023-10-03 15:40,Exit Long Trailing,33012.2,30.3,999851.52,418.14,0.04,454.5,0.05,-484.8,-0.05,2963.59,0.30
198,Entry long,2023-10-03 15:35,Long,32998.4,30.3,999851.52,418.14,0.04,454.5,0.05,-484.8,-0.05,2963.59,0.30
199,Exit long,2023-10-12 16:05,Cierre forzoso fin sesión,33763.5,29.7,1001988.9,787.05,0.08,1707.75,0.17,-341.55,-0.03,3750.64,0.38
199,Entry long,2023-10-12 15:55,Long,33737,29.7,1001988.9,787.05,0.08,1707.75,0.17,-341.55,-0.03,3750.64,0.38
200,Exit short,2023-10-16 16:05,Cierre forzoso fin sesión,34001.8,29.5,1003215.35,162.25,0.02,1047.25,0.10,-575.25,-0.06,3912.89,0.39
200,Entry short,2023-10-16 15:40,Short,34007.3,29.5,1003215.35,162.25,0.02,1047.25,0.10,-575.25,-0.06,3912.89,0.39
201,Exit short,2023-10-24 16:05,Cierre forzoso fin sesión,33147.9,30.2,1001217.58,151,0.02,739.9,0.07,-558.7,-0.06,4063.89,0.41
201,Entry short,2023-10-24 16:00,Short,33152.9,30.2,1001217.58,151,0.02,739.9,0.07,-558.7,-0.06,4063.89,0.41
202,Exit long,2023-10-27 15:40,Exit Long Trailing,32670.4,30.7,1002520.78,460.5,0.05,1320.1,0.13,-307,-0.03,4524.39,0.45
202,Entry long,2023-10-27 15:35,Long,32655.4,30.7,1002520.78,460.5,0.05,1320.1,0.13,-307,-0.03,4524.39,0.45
203,Exit long,2023-12-18 16:05,Cierre forzoso fin sesión,37313.2,26.9,1003738.53,-13.45,0.00,80.7,0.01,-282.45,-0.03,4510.94,0.45
203,Entry long,2023-12-18 16:00,Long,37313.7,26.9,1003738.53,-13.45,0.00,80.7,0.01,-282.45,-0.03,4510.94,0.45
204,Exit long,2023-12-29 16:05,Cierre forzoso fin sesión,37692.7,26.6,1002413.02,212.8,0.02,425.6,0.04,-625.1,-0.06,4723.74,0.47
204,Entry long,2023-12-29 15:50,Long,37684.7,26.6,1002413.02,212.8,0.02,425.6,0.04,-625.1,-0.06,4723.74,0.47
205,Exit long,2024-01-23 15:40,Exit Long Trailing,37887.9,26.5,1004082.35,-53,-0.01,145.75,0.01,-490.25,-0.05,4670.74,0.47
205,Entry long,2024-01-23 15:35,Long,37889.9,26.5,1004082.35,-53,-0.01,145.75,0.01,-490.25,-0.05,4670.74,0.47
206,Exit long,2024-02-02 16:05,Cierre forzoso fin sesión,38467.9,26,1000854.4,-689,-0.07,455,0.05,-1248,-0.12,3981.74,0.40
206,Entry long,2024-02-02 15:45,Long,38494.4,26,1000854.4,-689,-0.07,455,0.05,-1248,-0.12,3981.74,0.40
207,Exit short,2024-03-18 16:05,Cierre forzoso fin sesión,38842.6,25.8,1002954.36,815.28,0.08,815.28,0.08,-526.32,-0.05,4797.02,0.48
207,Entry short,2024-03-18 15:35,Short,38874.2,25.8,1002954.36,815.28,0.08,815.28,0.08,-526.32,-0.05,4797.02,0.48
208,Exit short,2024-03-19 16:05,Cierre forzoso fin sesión,39005.5,25.7,1002351.4,-89.95,-0.01,231.3,0.02,-578.25,-0.06,4707.07,0.47
208,Entry short,2024-03-19 15:35,Short,39002,25.7,1002351.4,-89.95,-0.01,231.3,0.02,-578.25,-0.06,4707.07,0.47
209,Exit long,2024-04-01 16:00,Exit Long Trailing,39486.8,25.4,1003231.42,-266.7,-0.03,215.9,0.02,-292.1,-0.03,4440.37,0.44
209,Entry long,2024-04-01 15:55,Long,39497.3,25.4,1003231.42,-266.7,-0.03,215.9,0.02,-292.1,-0.03,4440.37,0.44
210,Exit short,2024-04-03 16:05,Cierre forzoso fin sesión,39201.1,25.6,1004093.44,545.28,0.05,844.8,0.08,-166.4,-0.02,4985.65,0.50
210,Entry short,2024-04-03 15:55,Short,39222.4,25.6,1004093.44,545.28,0.05,844.8,0.08,-166.4,-0.02,4985.65,0.50
211,Exit long,2024-04-10 15:45,Exit Long Trailing,38372.8,26.1,1002039.03,-508.95,-0.05,104.4,0.01,-743.85,-0.07,4476.7,0.45
211,Entry long,2024-04-10 15:40,Long,38392.3,26.1,1002039.03,-508.95,-0.05,104.4,0.01,-743.85,-0.07,4476.7,0.45
212,Exit long,2024-04-11 16:05,Cierre forzoso fin sesión,38353.3,26.1,1001660.58,-639.45,-0.06,247.95,0.02,-874.35,-0.09,3837.25,0.38
212,Entry long,2024-04-11 16:00,Long,38377.8,26.1,1001660.58,-639.45,-0.06,247.95,0.02,-874.35,-0.09,3837.25,0.38
213,Exit long,2024-04-22 16:00,Exit Long Trailing,38120.9,26.3,1000888.58,1691.09,0.17,1691.09,0.17,-118.35,-0.01,5528.34,0.55
213,Entry long,2024-04-22 15:50,Long,38056.6,26.3,1000888.58,1691.09,0.17,1691.09,0.17,-118.35,-0.01,5528.34,0.55
214,Exit long,2024-04-25 16:05,Cierre forzoso fin sesión,37916.5,26.5,1004562,225.25,0.02,251.75,0.03,-198.75,-0.02,5753.59,0.58
214,Entry long,2024-04-25 16:00,Long,37908,26.5,1004562,225.25,0.02,251.75,0.03,-198.75,-0.02,5753.59,0.58
215,Exit long,2024-04-30 16:05,Cierre forzoso fin sesión,38052.4,26.4,1005269.76,-686.4,-0.07,118.8,0.01,-990,-0.10,5067.19,0.51
215,Entry long,2024-04-30 16:00,Long,38078.4,26.4,1005269.76,-686.4,-0.07,118.8,0.01,-990,-0.10,5067.19,0.51
216,Exit short,2024-05-24 16:05,Cierre forzoso fin sesión,39171.9,25.6,1001776.64,-1024,-0.10,76.8,0.01,-1139.2,-0.11,4043.19,0.40
216,Entry short,2024-05-24 15:40,Short,39131.9,25.6,1001776.64,-1024,-0.10,76.8,0.01,-1139.2,-0.11,4043.19,0.40
217,Exit short,2024-05-27 16:05,Cierre forzoso fin sesión,39089.8,25.6,1000558.08,-140.8,-0.01,25.6,0.00,-281.6,-0.03,3902.39,0.39
217,Entry short,2024-05-27 16:00,Short,39084.3,25.6,1000558.08,-140.8,-0.01,25.6,0.00,-281.6,-0.03,3902.39,0.39
218,Exit short,2024-06-28 16:05,Cierre forzoso fin sesión,39223.4,25.5,1001101.95,905.25,0.09,1479,0.15,-127.5,-0.01,4807.64,0.48
218,Entry short,2024-06-28 15:45,Short,39258.9,25.5,1001101.95,905.25,0.09,1479,0.15,-127.5,-0.01,4807.64,0.48
219,Exit short,2024-07-05 15:50,Exit Short Trailing,39348.6,25.5,1003045.05,-344.25,-0.03,89.25,0.01,-344.25,-0.03,4463.39,0.45
219,Entry short,2024-07-05 15:45,Short,39335.1,25.5,1003045.05,-344.25,-0.03,89.25,0.01,-344.25,-0.03,4463.39,0.45
220,Exit short,2024-07-16 16:05,Cierre forzoso fin sesión,40759.1,24.6,1002518.88,-154.98,-0.02,1345.62,0.13,-590.4,-0.06,4308.41,0.43
220,Entry short,2024-07-16 15:35,Short,40752.8,24.6,1002518.88,-154.98,-0.02,1345.62,0.13,-590.4,-0.06,4308.41,0.43
221,Exit long,2024-07-29 15:40,Exit Long Trailing,40454.5,24.8,1002924.4,347.2,0.03,843.2,0.08,-446.4,-0.04,4655.61,0.47
221,Entry long,2024-07-29 15:35,Long,40440.5,24.8,1002924.4,347.2,0.03,843.2,0.08,-446.4,-0.04,4655.61,0.47
222,Exit short,2024-08-19 16:05,Cierre forzoso fin sesión,40797.8,24.6,1003982.58,356.7,0.04,405.9,0.04,-282.9,-0.03,5012.31,0.50
222,Entry short,2024-08-19 16:00,Short,40812.3,24.6,1003982.58,356.7,0.04,405.9,0.04,-282.9,-0.03,5012.31,0.50
223,Exit long,2024-08-20 16:05,Cierre forzoso fin sesión,40841.9,24.6,1004058.84,651.9,0.06,1242.3,0.12,-159.9,-0.02,5664.21,0.57
223,Entry long,2024-08-20 15:55,Long,40815.4,24.6,1004058.84,651.9,0.06,1242.3,0.12,-159.9,-0.02,5664.21,0.57
224,Exit long,2024-08-21 15:55,Exit Long Trailing,40803.2,24.6,1003980.12,-221.4,-0.02,98.4,0.01,-528.9,-0.05,5442.81,0.54
224,Entry long,2024-08-21 15:50,Long,40812.2,24.6,1003980.12,-221.4,-0.02,98.4,0.01,-528.9,-0.05,5442.81,0.54
225,Exit long,2024-09-20 16:05,Cierre forzoso fin sesión,41962,23.9,1003477.35,-585.55,-0.06,95.6,0.01,-1350.35,-0.13,4857.26,0.49
225,Entry long,2024-09-20 15:45,Long,41986.5,23.9,1003477.35,-585.55,-0.06,95.6,0.01,-1350.35,-0.13,4857.26,0.49
226,Exit long,2024-09-23 16:05,Cierre forzoso fin sesión,42076.6,23.8,1001553.98,-130.9,-0.01,23.8,0.00,-464.1,-0.05,4726.36,0.47
226,Entry long,2024-09-23 16:00,Long,42082.1,23.8,1001553.98,-130.9,-0.01,23.8,0.00,-464.1,-0.05,4726.36,0.47
227,Exit short,2024-11-01 16:05,Cierre forzoso fin sesión,42253,23.7,1001739.75,343.65,0.03,1528.65,0.15,0,0.00,5070.01,0.51
227,Entry short,2024-11-01 15:50,Short,42267.5,23.7,1001739.75,343.65,0.03,1528.65,0.15,0,0.00,5070.01,0.51
228,Exit long,2024-11-04 16:05,Cierre forzoso fin sesión,41904.8,23.9,1001978.82,-454.1,-0.05,203.15,0.02,-693.1,-0.07,4615.91,0.46
228,Entry long,2024-11-04 16:00,Long,41923.8,23.9,1001978.82,-454.1,-0.05,203.15,0.02,-693.1,-0.07,4615.91,0.46
229,Exit long,2024-12-23 15:50,Exit Long Trailing,42526.9,23.6,1003953.44,-318.6,-0.03,531,0.05,-826,-0.08,4297.31,0.43
