Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
229,Entry long,2024-12-23 15:45,Long,42540.4,23.6,1003953.44,-318.6,-0.03,531,0.05,-826,-0.08,4297.31,0.43
230,Exit short,2025-01-06 16:00,Exit Short Trailing,42934.7,23.3,1000879.46,500.95,0.05,582.5,0.06,-256.3,-0.03,4798.26,0.48
230,Entry short,2025-01-06 15:55,Short,42956.2,23.3,1000879.46,500.95,0.05,582.5,0.06,-256.3,-0.03,4798.26,0.48
231,Exit short,2025-01-13 15:45,Exit Short Trailing,42158.5,23.8,1002967.7,-404.6,-0.04,678.3,0.07,-749.7,-0.07,4393.66,0.44
231,Entry short,2025-01-13 15:40,Short,42141.5,23.8,1002967.7,-404.6,-0.04,678.3,0.07,-749.7,-0.07,4393.66,0.44
232,Exit short,2025-01-15 16:00,Exit Short Trailing,43192,23.2,1001196,-858.4,-0.09,1113.6,0.11,-1067.2,-0.11,3535.26,0.35
232,Entry short,2025-01-15 15:40,Short,43155,23.2,1001196,-858.4,-0.09,1113.6,0.11,-1067.2,-0.11,3535.26,0.35
233,Exit short,2025-01-23 15:50,Exit Short Trailing,44292.6,22.6,1001057.96,45.2,0.00,248.6,0.02,-226,-0.02,3580.46,0.36
233,Entry short,2025-01-23 15:45,Short,44294.6,22.6,1001057.96,45.2,0.00,248.6,0.02,-226,-0.02,3580.46,0.36
234,Exit short,2025-02-13 16:00,Exit Short Trailing,44464.5,22.5,999922.5,-528.75,-0.05,450,0.05,-528.75,-0.05,3051.71,0.31
234,Entry short,2025-02-13 15:55,Short,44441,22.5,999922.5,-528.75,-0.05,450,0.05,-528.75,-0.05,3051.71,0.31
235,Exit long,2025-02-20 15:45,Exit Long Trailing,44096.8,22.7,1001065.46,-68.1,-0.01,397.25,0.04,-601.55,-0.06,2983.61,0.30
235,Entry long,2025-02-20 15:40,Long,44099.8,22.7,1001065.46,-68.1,-0.01,397.25,0.04,-601.55,-0.06,2983.61,0.30
236,Exit short,2025-04-11 15:45,Exit Short Trailing,39569,25.3,1002107.7,1012,0.10,2833.6,0.28,-215.05,-0.02,3995.61,0.40
236,Entry short,2025-04-11 15:40,Short,39609,25.3,1002107.7,1012,0.10,2833.6,0.28,-215.05,-0.02,3995.61,0.40
237,Exit short,2025-04-22 16:05,Cierre forzoso fin sesión,39170.5,25.6,1000614.4,-2150.4,-0.21,0,0.00,-3724.8,-0.37,1845.21,0.18
237,Entry short,2025-04-22 16:00,Short,39086.5,25.6,1000614.4,-2150.4,-0.21,0,0.00,-3724.8,-0.37,1845.21,0.18
238,Exit short,2025-04-24 16:00,Exit Short Trailing,39859.8,25.1,1001823.83,1342.85,0.13,1907.6,0.19,-313.75,-0.03,3188.06,0.32
238,Entry short,2025-04-24 15:55,Short,39913.3,25.1,1001823.83,1342.85,0.13,1907.6,0.19,-313.75,-0.03,3188.06,0.32
239,Exit short,2025-05-01 15:55,Exit Short Trailing,40874.7,24.4,1000136.48,2793.8,0.28,2793.8,0.28,-402.6,-0.04,5981.86,0.60
239,Entry short,2025-05-01 15:45,Short,40989.2,24.4,1000136.48,2793.8,0.28,2793.8,0.28,-402.6,-0.04,5981.86,0.60
240,Exit long,2025-05-01 16:05,Cierre forzoso fin sesión,40871.8,24.6,1005556.98,-110.7,-0.01,713.4,0.07,-774.9,-0.08,5871.16,0.59
240,Entry long,2025-05-01 16:00,Long,40876.3,24.6,1005556.98,-110.7,-0.01,713.4,0.07,-774.9,-0.08,5871.16,0.59
241,Exit long,2025-05-29 15:45,Exit Long Trailing,42010.8,23.9,1004889.84,-831.72,-0.08,709.83,0.07,-831.72,-0.08,5039.44,0.50
241,Entry long,2025-05-29 15:35,Long,42045.6,23.9,1004889.84,-831.72,-0.08,709.83,0.07,-831.72,-0.08,5039.44,0.50
242,Exit long,2025-05-30 15:40,Exit Long Trailing,42132.5,23.8,1003203.32,-449.82,-0.04,426.02,0.04,-449.82,-0.04,4589.62,0.46
242,Entry long,2025-05-30 15:35,Long,42151.4,23.8,1003203.32,-449.82,-0.04,426.02,0.04,-449.82,-0.04,4589.62,0.46
243,Exit short,2025-06-11 16:00,Exit Short Trailing,43008.9,23.3,1002990.44,883.07,0.09,1027.53,0.10,-23.3,0.00,5472.69,0.55
243,Entry short,2025-06-11 15:55,Short,43046.8,23.3,1002990.44,883.07,0.09,1027.53,0.10,-23.3,0.00,5472.69,0.55
244,Exit short,2025-06-18 16:05,Cierre forzoso fin sesión,42366.5,23.7,1003654.71,-431.34,-0.04,341.28,0.03,-535.62,-0.05,5041.35,0.50
244,Entry short,2025-06-18 16:00,Short,42348.3,23.7,1003654.71,-431.34,-0.04,341.28,0.03,-535.62,-0.05,5041.35,0.50
245,Exit short,2025-06-27 15:40,Exit Short Trailing,43844.4,22.9,1003326.86,-709.9,-0.07,70.99,0.01,-858.75,-0.09,4331.45,0.43
245,Entry short,2025-06-27 15:35,Short,43813.4,22.9,1003326.86,-709.9,-0.07,70.99,0.01,-858.75,-0.09,4331.45,0.43
246,Exit short,2025-07-10 16:05,Cierre forzoso fin sesión,44705.1,22.4,1001056,-338.24,-0.03,553.28,0.06,-430.08,-0.04,3993.21,0.40
246,Entry short,2025-07-10 15:50,Short,44690,22.4,1001056,-338.24,-0.03,553.28,0.06,-430.08,-0.04,3993.21,0.40
247,Exit long,2025-07-30 16:05,Cierre forzoso fin sesión,44622.9,22.4,999812.8,-259.84,-0.03,109.76,0.01,-389.76,-0.04,3733.37,0.37
247,Entry long,2025-07-30 16:00,Long,44634.5,22.4,999812.8,-259.84,-0.03,109.76,0.01,-389.76,-0.04,3733.37,0.37
248,Exit long,2025-08-01 16:00,Exit Long Trailing,43683,23,1001295.8,3413.2,0.34,3413.2,0.34,-165.6,-0.02,7146.57,0.71
248,Entry long,2025-08-01 15:40,Long,43534.6,23,1001295.8,3413.2,0.34,3413.2,0.34,-165.6,-0.02,7146.57,0.71
249,Exit long,2025-08-05 16:05,Cierre forzoso fin sesión,44088,22.8,1005071.88,134.52,0.01,364.8,0.04,-364.8,-0.04,7281.09,0.73
249,Entry long,2025-08-05 16:00,Long,44082.1,22.8,1005071.88,134.52,0.01,364.8,0.04,-364.8,-0.04,7281.09,0.73
250,Exit long,2025-08-25 15:40,Exit Long Trailing,45403.8,22.1,1003501.33,-77.35,-0.01,170.17,0.02,-415.48,-0.04,7203.74,0.72
250,Entry long,2025-08-25 15:35,Long,45407.3,22.1,1003501.33,-77.35,-0.01,170.17,0.02,-415.48,-0.04,7203.74,0.72
251,Exit short,2025-08-27 16:05,Cierre forzoso fin sesión,45514.1,22.1,1005947.8,86.19,0.01,329.29,0.03,-249.73,-0.02,7289.93,0.73
251,Entry short,2025-08-27 15:45,Short,45518,22.1,1005947.8,86.19,0.01,329.29,0.03,-249.73,-0.02,7289.93,0.73
252,Exit long,2025-09-16 16:05,Cierre forzoso fin sesión,45770.1,22,1006700.2,242,0.02,396,0.04,-68.2,-0.01,7531.93,0.75
252,Entry long,2025-09-16 15:55,Long,45759.1,22,1006700.2,242,0.02,396,0.04,-68.2,-0.01,7531.93,0.75
253,Exit short,2025-09-17 15:40,Exit Short Trailing,46054.5,21.8,1004341.26,353.16,0.04,470.88,0.05,-34.88,0.00,7885.09,0.79
253,Entry short,2025-09-17 15:35,Short,46070.7,21.8,1004341.26,353.16,0.04,470.88,0.05,-34.88,0.00,7885.09,0.79
