Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
8225,Entry long,2023-08-02 09:00,Long,35407,31.2,1104698.4,124.8,0.01,1279.2,0.12,-811.2,-0.07,108197.2,10.82
8226,Exit long,2023-08-02 10:35,Exit Long Trailing,35519,31.2,1105977.6,2215.2,0.20,2215.2,0.20,-280.8,-0.03,110412.4,11.04
8226,Entry long,2023-08-02 09:50,Long,35448,31.2,1105977.6,2215.2,0.20,2215.2,0.20,-280.8,-0.03,110412.4,11.04
8227,Exit long,2023-08-02 14:00,Exit Long Trailing,35450,31.2,1107756,-1716,-0.15,780,0.07,-1716,-0.15,108696.4,10.87
8227,Entry long,2023-08-02 13:40,Long,35505,31.2,1107756,-1716,-0.15,780,0.07,-1716,-0.15,108696.4,10.87
8228,Exit long,2023-08-02 17:40,Exit Long Trailing,35361,31.3,1107300.1,-500.8,-0.05,688.6,0.06,-500.8,-0.05,108195.6,10.82
8228,Entry long,2023-08-02 17:30,Long,35377,31.3,1107300.1,-500.8,-0.05,688.6,0.06,-500.8,-0.05,108195.6,10.82
8229,Exit long,2023-08-02 18:50,Exit Long Trailing,35316,31.3,1104733.5,657.3,0.06,688.6,0.06,-62.6,-0.01,108852.9,10.89
8229,Entry long,2023-08-02 18:45,Long,35295,31.3,1104733.5,657.3,0.06,688.6,0.06,-62.6,-0.01,108852.9,10.89
8230,Exit long,2023-08-02 19:35,Exit Long Trailing,35241,31.4,1106347.6,219.8,0.02,596.6,0.05,-314,-0.03,109072.7,10.91
8230,Entry long,2023-08-02 19:30,Long,35234,31.4,1106347.6,219.8,0.02,596.6,0.05,-314,-0.03,109072.7,10.91
8231,Exit long,2023-08-02 20:50,Exit Long Trailing,35285,31.4,1107949,0,0.00,31.4,0.00,-188.4,-0.02,109072.7,10.91
8231,Entry long,2023-08-02 20:45,Long,35285,31.4,1107949,0,0.00,31.4,0.00,-188.4,-0.02,109072.7,10.91
8232,Exit short,2023-08-04 01:45,Exit Short Trailing,35297,31.4,1108514.2,188.4,0.02,251.2,0.02,-31.4,0.00,109261.1,10.93
8232,Entry short,2023-08-04 01:40,Short,35303,31.4,1108514.2,188.4,0.02,251.2,0.02,-31.4,0.00,109261.1,10.93
8233,Exit short,2023-08-04 02:50,Exit Short Trailing,35278,31.4,1107258.2,-471,-0.04,314,0.03,-471,-0.04,108790.1,10.88
8233,Entry short,2023-08-04 02:10,Short,35263,31.4,1107258.2,-471,-0.04,314,0.03,-471,-0.04,108790.1,10.88
8234,Exit long,2023-08-04 07:10,Exit Long Trailing,35235,31.4,1106975.6,-596.6,-0.05,157,0.01,-816.4,-0.07,108193.5,10.82
8234,Entry long,2023-08-04 07:05,Long,35254,31.4,1106975.6,-596.6,-0.05,157,0.01,-816.4,-0.07,108193.5,10.82
8235,Exit long,2023-08-04 12:35,Exit Long Trailing,35190,31.4,1106222,-1256,-0.11,1507.2,0.14,-1256,-0.11,106937.5,10.69
8235,Entry long,2023-08-04 12:25,Long,35230,31.4,1106222,-1256,-0.11,1507.2,0.14,-1256,-0.11,106937.5,10.69
8236,Exit long,2023-08-04 13:45,Exit Long Trailing,35407,31.4,1106850,4929.8,0.45,4929.8,0.45,-157,-0.01,111867.3,11.19
8236,Entry long,2023-08-04 12:45,Long,35250,31.4,1106850,4929.8,0.45,4929.8,0.45,-157,-0.01,111867.3,11.19
8237,Exit short,2023-08-04 15:50,Exit Short Trailing,35441,31.3,1109178.1,-125.2,-0.01,156.5,0.01,-281.7,-0.03,111742.1,11.17
8237,Entry short,2023-08-04 15:45,Short,35437,31.3,1109178.1,-125.2,-0.01,156.5,0.01,-281.7,-0.03,111742.1,11.17
8238,Exit short,2023-08-04 16:35,Exit Short Trailing,35474,31.3,1110805.7,469.5,0.04,594.7,0.05,-93.9,-0.01,112211.6,11.22
8238,Entry short,2023-08-04 16:30,Short,35489,31.3,1110805.7,469.5,0.04,594.7,0.05,-93.9,-0.01,112211.6,11.22
8239,Exit short,2023-08-04 17:55,Exit Short Trailing,35383,31.3,1109334.6,1846.7,0.17,1846.7,0.17,-626,-0.06,114058.3,11.41
8239,Entry short,2023-08-04 17:30,Short,35442,31.3,1109334.6,1846.7,0.17,1846.7,0.17,-626,-0.06,114058.3,11.41
8240,Exit long,2023-08-04 18:10,Exit Long Trailing,35266,31.5,1111068,-189,-0.02,567,0.05,-630,-0.06,113869.3,11.39
8240,Entry long,2023-08-04 18:05,Long,35272,31.5,1111068,-189,-0.02,567,0.05,-630,-0.06,113869.3,11.39
8241,Exit long,2023-08-06 22:05,Exit Long Trailing,35106,31.7,1112765.1,95.1,0.01,665.7,0.06,-31.7,0.00,113964.4,11.40
8241,Entry long,2023-08-06 22:00,Long,35103,31.7,1112765.1,95.1,0.01,665.7,0.06,-31.7,0.00,113964.4,11.40
8242,Exit long,2023-08-06 23:30,Exit Long Trailing,35110,31.7,1113335.7,-348.7,-0.03,95.1,0.01,-348.7,-0.03,113615.7,11.36
8242,Entry long,2023-08-06 23:00,Long,35121,31.7,1113335.7,-348.7,-0.03,95.1,0.01,-348.7,-0.03,113615.7,11.36
8243,Exit short,2023-08-07 14:15,Exit Short Trailing,35378,31.4,1110680.8,-188.4,-0.02,471,0.04,-471,-0.04,113427.3,11.34
8243,Entry short,2023-08-07 14:10,Short,35372,31.4,1110680.8,-188.4,-0.02,471,0.04,-471,-0.04,113427.3,11.34
8244,Exit short,2023-08-07 15:10,Exit Short Trailing,35404,31.4,1110523.8,-1161.8,-0.10,188.4,0.02,-1161.8,-0.10,112265.5,11.23
8244,Entry short,2023-08-07 14:55,Short,35367,31.4,1110523.8,-1161.8,-0.10,188.4,0.02,-1161.8,-0.10,112265.5,11.23
8245,Exit short,2023-08-07 17:55,Exit Short Trailing,35466,31.3,1109804.1,-281.7,-0.03,187.8,0.02,-281.7,-0.03,111983.8,11.20
8245,Entry short,2023-08-07 17:50,Short,35457,31.3,1109804.1,-281.7,-0.03,187.8,0.02,-281.7,-0.03,111983.8,11.20
8246,Exit short,2023-08-07 19:30,Exit Short Trailing,35419,31.3,1109772.8,1158.1,0.10,1158.1,0.10,-250.4,-0.02,113141.9,11.31
8246,Entry short,2023-08-07 19:10,Short,35456,31.3,1109772.8,1158.1,0.10,1158.1,0.10,-250.4,-0.02,113141.9,11.31
8247,Exit short,2023-08-07 20:00,Exit Short Trailing,35473,31.3,1109835.4,-469.5,-0.04,62.6,0.01,-1095.5,-0.10,112672.4,11.27
8247,Entry short,2023-08-07 19:55,Short,35458,31.3,1109835.4,-469.5,-0.04,62.6,0.01,-1095.5,-0.10,112672.4,11.27
8248,Exit long,2023-08-08 07:15,Exit Long Trailing,35376,31.4,1111528.6,-722.2,-0.06,219.8,0.02,-722.2,-0.06,111950.2,11.20
8248,Entry long,2023-08-08 07:05,Long,35399,31.4,1111528.6,-722.2,-0.06,219.8,0.02,-722.2,-0.06,111950.2,11.20
8249,Exit long,2023-08-08 09:15,Exit Long Trailing,35340,31.4,1110335.4,-659.4,-0.06,31.4,0.00,-659.4,-0.06,111290.8,11.13
8249,Entry long,2023-08-08 09:10,Long,35361,31.4,1110335.4,-659.4,-0.06,31.4,0.00,-659.4,-0.06,111290.8,11.13
8250,Exit long,2023-08-08 12:10,Exit Long Trailing,35209,31.5,1109430,-346.5,-0.03,31.5,0.00,-945,-0.09,110944.3,11.09
8250,Entry long,2023-08-08 12:05,Long,35220,31.5,1109430,-346.5,-0.03,31.5,0.00,-945,-0.09,110944.3,11.09
8251,Exit long,2023-08-08 13:30,Exit Long Trailing,35223,31.5,1110186,-661.5,-0.06,882,0.08,-661.5,-0.06,110282.8,11.03
8251,Entry long,2023-08-08 13:20,Long,35244,31.5,1110186,-661.5,-0.06,882,0.08,-661.5,-0.06,110282.8,11.03
8252,Exit long,2023-08-08 13:45,Exit Long Trailing,35169,31.5,1107918,-94.5,-0.01,1102.5,0.10,-441,-0.04,110188.3,11.02
8252,Entry long,2023-08-08 13:40,Long,35172,31.5,1107918,-94.5,-0.01,1102.5,0.10,-441,-0.04,110188.3,11.02
8253,Exit long,2023-08-08 17:15,Exit Long Trailing,35220,31.5,1107886.5,1543.5,0.14,1543.5,0.14,-724.5,-0.07,111731.8,11.17
8253,Entry long,2023-08-08 16:20,Long,35171,31.5,1107886.5,1543.5,0.14,1543.5,0.14,-724.5,-0.07,111731.8,11.17
8254,Exit short,2023-08-08 23:10,Exit Short Trailing,35284,31.4,1108263,345.4,0.03,408.2,0.04,0,0.00,112077.2,11.21
8254,Entry short,2023-08-08 23:05,Short,35295,31.4,1108263,345.4,0.03,408.2,0.04,0,0.00,112077.2,11.21
8255,Exit short,2023-08-09 00:15,Exit Short Trailing,35301,31.5,1111477.5,-504,-0.05,0,0.00,-630,-0.06,111573.2,11.16
8255,Entry short,2023-08-09 00:10,Short,35285,31.5,1111477.5,-504,-0.05,0,0.00,-630,-0.06,111573.2,11.16
8256,Exit short,2023-08-09 01:30,Exit Short Trailing,35307,31.4,1108891,251.2,0.02,251.2,0.02,-157,-0.01,111824.4,11.18
8256,Entry short,2023-08-09 01:15,Short,35315,31.4,1108891,251.2,0.02,251.2,0.02,-157,-0.01,111824.4,11.18
8257,Exit short,2023-08-09 02:05,Exit Short Trailing,35311,31.4,1108451.4,-314,-0.03,31.4,0.00,-314,-0.03,111510.4,11.15
8257,Entry short,2023-08-09 02:00,Short,35301,31.4,1108451.4,-314,-0.03,31.4,0.00,-314,-0.03,111510.4,11.15
8258,Exit short,2023-08-09 04:35,Exit Short Trailing,35303,31.4,1108294.4,-219.8,-0.02,94.2,0.01,-219.8,-0.02,111290.6,11.13
8258,Entry short,2023-08-09 04:15,Short,35296,31.4,1108294.4,-219.8,-0.02,94.2,0.01,-219.8,-0.02,111290.6,11.13
8259,Exit short,2023-08-09 05:25,Exit Short Trailing,35309,31.4,1108891,188.4,0.02,188.4,0.02,-31.4,0.00,111479,11.15
8259,Entry short,2023-08-09 05:20,Short,35315,31.4,1108891,188.4,0.02,188.4,0.02,-31.4,0.00,111479,11.15
8260,Exit short,2023-08-09 06:15,Exit Short Trailing,35330,31.4,1109456.2,94.2,0.01,188.4,0.02,-31.4,0.00,111573.2,11.16
8260,Entry short,2023-08-09 06:10,Short,35333,31.4,1109456.2,94.2,0.01,188.4,0.02,-31.4,0.00,111573.2,11.16
8261,Exit short,2023-08-09 07:10,Exit Short Trailing,35343,31.4,1110492.4,722.2,0.07,942,0.08,0,0.00,112295.4,11.23
8261,Entry short,2023-08-09 07:05,Short,35366,31.4,1110492.4,722.2,0.07,942,0.08,0,0.00,112295.4,11.23
8262,Exit short,2023-08-09 08:30,Exit Short Trailing,35377,31.4,1110712.2,-125.6,-0.01,157,0.01,-157,-0.01,112169.8,11.22
8262,Entry short,2023-08-09 08:25,Short,35373,31.4,1110712.2,-125.6,-0.01,157,0.01,-157,-0.01,112169.8,11.22
8263,Exit long,2023-08-09 15:25,Exit Long Trailing,35163,31.5,1108768.5,-1134,-0.10,0,0.00,-1260,-0.11,111035.8,11.10
8263,Entry long,2023-08-09 15:20,Long,35199,31.5,1108768.5,-1134,-0.10,0,0.00,-1260,-0.11,111035.8,11.10
8264,Exit long,2023-08-09 18:15,Exit Long Trailing,35308,31.5,1109650.5,2551.5,0.23,2551.5,0.23,-94.5,-0.01,113587.3,11.36
8264,Entry long,2023-08-09 17:10,Long,35227,31.5,1109650.5,2551.5,0.23,2551.5,0.23,-94.5,-0.01,113587.3,11.36
8265,Exit long,2023-08-10 05:10,Exit Long Trailing,35232,31.6,1113394.4,-63.2,-0.01,126.4,0.01,-158,-0.01,113524.1,11.35
8265,Entry long,2023-08-10 05:05,Long,35234,31.6,1113394.4,-63.2,-0.01,126.4,0.01,-158,-0.01,113524.1,11.35
8266,Exit short,2023-08-10 07:00,Exit Short Trailing,35245,31.5,1110217.5,0,0.00,504,0.05,-189,-0.02,113524.1,11.35
8266,Entry short,2023-08-10 06:45,Short,35245,31.5,1110217.5,0,0.00,504,0.05,-189,-0.02,113524.1,11.35
8267,Exit short,2023-08-10 07:10,Exit Short Trailing,35280,31.5,1110942,-378,-0.03,0,0.00,-504,-0.05,113146.1,11.31
8267,Entry short,2023-08-10 07:05,Short,35268,31.5,1110942,-378,-0.03,0,0.00,-504,-0.05,113146.1,11.31
8268,Exit short,2023-08-10 08:45,Exit Short Trailing,35307,31.5,1112265,94.5,0.01,126,0.01,-283.5,-0.03,113240.6,11.32
8268,Entry short,2023-08-10 08:40,Short,35310,31.5,1112265,94.5,0.01,126,0.01,-283.5,-0.03,113240.6,11.32
8269,Exit short,2023-08-10 14:45,Exit Short Trailing,35378,31.3,1110242.3,2910.9,0.26,2910.9,0.26,0,0.00,116151.5,11.62
8269,Entry short,2023-08-10 14:40,Short,35471,31.3,1110242.3,2910.9,0.26,2910.9,0.26,0,0.00,116151.5,11.62
8270,Exit long,2023-08-10 18:05,Exit Long Trailing,35159,31.7,1113462.5,1077.8,0.10,1172.9,0.11,-95.1,-0.01,117229.3,11.72
8270,Entry long,2023-08-10 18:00,Long,35125,31.7,1113462.5,1077.8,0.10,1172.9,0.11,-95.1,-0.01,117229.3,11.72
8271,Exit short,2023-08-10 19:00,Exit Short Trailing,35314,31.6,1115480,-442.4,-0.04,379.2,0.03,-568.8,-0.05,116786.9,11.68
8271,Entry short,2023-08-10 18:55,Short,35300,31.6,1115480,-442.4,-0.04,379.2,0.03,-568.8,-0.05,116786.9,11.68
8272,Exit short,2023-08-11 16:05,Exit Short Trailing,35278,31.6,1114816.4,31.6,0.00,537.2,0.05,-505.6,-0.05,116818.5,11.68
8272,Entry short,2023-08-11 16:00,Short,35279,31.6,1114816.4,31.6,0.00,537.2,0.05,-505.6,-0.05,116818.5,11.68
8273,Exit short,2023-08-11 19:25,Exit Short Trailing,35305,31.6,1114121.2,-1516.8,-0.14,284.4,0.03,-1516.8,-0.14,115301.7,11.53
8273,Entry short,2023-08-11 19:10,Short,35257,31.6,1114121.2,-1516.8,-0.14,284.4,0.03,-1516.8,-0.14,115301.7,11.53
8274,Exit short,2023-08-13 23:10,Exit Short Trailing,35329,31.5,1112517,-346.5,-0.03,63,0.01,-346.5,-0.03,114955.2,11.50
8274,Entry short,2023-08-13 23:05,Short,35318,31.5,1112517,-346.5,-0.03,63,0.01,-346.5,-0.03,114955.2,11.50
8275,Exit short,2023-08-14 00:15,Exit Short Trailing,35336,31.5,1113147,63,0.01,409.5,0.04,-63,-0.01,115018.2,11.50
8275,Entry short,2023-08-14 00:10,Short,35338,31.5,1113147,63,0.01,409.5,0.04,-63,-0.01,115018.2,11.50
8276,Exit long,2023-08-14 05:00,Exit Long Trailing,35198,31.6,1112730.8,-474,-0.04,31.6,0.00,-568.8,-0.05,114544.2,11.45
8276,Entry long,2023-08-14 04:55,Long,35213,31.6,1112730.8,-474,-0.04,31.6,0.00,-568.8,-0.05,114544.2,11.45
8277,Exit short,2023-08-14 10:40,Exit Short Trailing,35369,31.5,1113367.5,-756,-0.07,283.5,0.03,-756,-0.07,113788.2,11.38
8277,Entry short,2023-08-14 10:25,Short,35345,31.5,1113367.5,-756,-0.07,283.5,0.03,-756,-0.07,113788.2,11.38
8278,Exit short,2023-08-14 12:45,Exit Short Trailing,35236,31.5,1112076,2142,0.19,2142,0.19,-283.5,-0.03,115930.2,11.59
8278,Entry short,2023-08-14 12:20,Short,35304,31.5,1112076,2142,0.19,2142,0.19,-283.5,-0.03,115930.2,11.59
8279,Exit long,2023-08-14 19:45,Exit Long Trailing,35272,31.6,1113394.4,1200.8,0.11,1200.8,0.11,-94.8,-0.01,117131,11.71
8279,Entry long,2023-08-14 19:40,Long,35234,31.6,1113394.4,1200.8,0.11,1200.8,0.11,-94.8,-0.01,117131,11.71
8280,Exit short,2023-08-15 00:05,Exit Short Trailing,35311,31.6,1115638,-189.6,-0.02,221.2,0.02,-284.4,-0.03,116941.4,11.69
8280,Entry short,2023-08-15 00:00,Short,35305,31.6,1115638,-189.6,-0.02,221.2,0.02,-284.4,-0.03,116941.4,11.69
8281,Exit short,2023-08-15 05:25,Exit Short Trailing,35321,31.6,1116364.8,221.2,0.02,379.2,0.03,0,0.00,117162.6,11.72
8281,Entry short,2023-08-15 05:20,Short,35328,31.6,1116364.8,221.2,0.02,379.2,0.03,0,0.00,117162.6,11.72
8282,Exit long,2023-08-15 09:05,Exit Long Trailing,35133,31.7,1114191.6,-475.5,-0.04,887.6,0.08,-475.5,-0.04,116687.1,11.67
8282,Entry long,2023-08-15 08:40,Long,35148,31.7,1114191.6,-475.5,-0.04,887.6,0.08,-475.5,-0.04,116687.1,11.67
8283,Exit long,2023-08-15 10:25,Exit Long Trailing,35082,31.8,1115957.4,-349.8,-0.03,63.6,0.01,-572.4,-0.05,116337.3,11.63
8283,Entry long,2023-08-15 10:20,Long,35093,31.8,1115957.4,-349.8,-0.03,63.6,0.01,-572.4,-0.05,116337.3,11.63
8284,Exit long,2023-08-15 11:05,Exit Long Trailing,35079,31.8,1116180,-667.8,-0.06,63.6,0.01,-667.8,-0.06,115669.5,11.57
8284,Entry long,2023-08-15 11:00,Long,35100,31.8,1116180,-667.8,-0.06,63.6,0.01,-667.8,-0.06,115669.5,11.57
8285,Exit long,2023-08-15 12:50,Exit Long Trailing,35027,31.8,1114812.6,-954,-0.09,190.8,0.02,-954,-0.09,114715.5,11.47
8285,Entry long,2023-08-15 12:45,Long,35057,31.8,1114812.6,-954,-0.09,190.8,0.02,-954,-0.09,114715.5,11.47
8286,Exit long,2023-08-15 13:55,Exit Long Trailing,35090,31.8,1114653.6,1208.4,0.11,1749,0.16,-318,-0.03,115923.9,11.59
8286,Entry long,2023-08-15 13:50,Long,35052,31.8,1114653.6,1208.4,0.11,1749,0.16,-318,-0.03,115923.9,11.59
8287,Exit long,2023-08-15 16:05,Exit Long Trailing,35015,31.8,1114208.4,-731.4,-0.07,1144.8,0.10,-922.2,-0.08,115192.5,11.52
8287,Entry long,2023-08-15 15:05,Long,35038,31.8,1114208.4,-731.4,-0.07,1144.8,0.10,-922.2,-0.08,115192.5,11.52
8288,Exit long,2023-08-15 16:15,Exit Long Trailing,34998,31.8,1113222.6,-286.2,-0.03,254.4,0.02,-731.4,-0.07,114906.3,11.49
8288,Entry long,2023-08-15 16:10,Long,35007,31.8,1113222.6,-286.2,-0.03,254.4,0.02,-731.4,-0.07,114906.3,11.49
8289,Exit long,2023-08-15 17:35,Exit Long Trailing,35007,31.8,1113508.8,-286.2,-0.03,985.8,0.09,-286.2,-0.03,114620.1,11.46
8289,Entry long,2023-08-15 17:15,Long,35016,31.8,1113508.8,-286.2,-0.03,985.8,0.09,-286.2,-0.03,114620.1,11.46
8290,Exit short,2023-08-16 09:20,Exit Short Trailing,34981,31.8,1113381.6,985.8,0.09,985.8,0.09,0,0.00,115605.9,11.56
8290,Entry short,2023-08-16 09:15,Short,35012,31.8,1113381.6,985.8,0.09,985.8,0.09,0,0.00,115605.9,11.56
8291,Exit short,2023-08-16 12:05,Exit Short Trailing,34980,31.8,1112205,-159,-0.01,127.2,0.01,-222.6,-0.02,115446.9,11.54
8291,Entry short,2023-08-16 12:00,Short,34975,31.8,1112205,-159,-0.01,127.2,0.01,-222.6,-0.02,115446.9,11.54
8292,Exit long,2023-08-16 13:35,Exit Long Trailing,34978,31.9,1113629,2169.2,0.19,2679.6,0.24,-255.2,-0.02,117616.1,11.76
8292,Entry long,2023-08-16 13:30,Long,34910,31.9,1113629,2169.2,0.19,2679.6,0.24,-255.2,-0.02,117616.1,11.76
8293,Exit long,2023-08-16 23:45,Exit Long Trailing,34761,32.1,1115956.5,-128.4,-0.01,0,0.00,-160.5,-0.01,117487.7,11.75
8293,Entry long,2023-08-16 23:40,Long,34765,32.1,1115956.5,-128.4,-0.01,0,0.00,-160.5,-0.01,117487.7,11.75
8294,Exit long,2023-08-17 00:25,Exit Long Trailing,34741,32.1,1114704.6,481.5,0.04,545.7,0.05,-32.1,0.00,117969.2,11.80
8294,Entry long,2023-08-17 00:20,Long,34726,32.1,1114704.6,481.5,0.04,545.7,0.05,-32.1,0.00,117969.2,11.80
8295,Exit long,2023-08-17 03:25,Exit Long Trailing,34788,32.1,1115186.1,1508.7,0.14,1508.7,0.14,-288.9,-0.03,119477.9,11.95
8295,Entry long,2023-08-17 01:40,Long,34741,32.1,1115186.1,1508.7,0.14,1508.7,0.14,-288.9,-0.03,119477.9,11.95
8296,Exit short,2023-08-17 14:50,Exit Short Trailing,34854,32.1,1117914.6,-898.8,-0.08,834.6,0.07,-898.8,-0.08,118579.1,11.86
8296,Entry short,2023-08-17 14:35,Short,34826,32.1,1117914.6,-898.8,-0.08,834.6,0.07,-898.8,-0.08,118579.1,11.86
8297,Exit long,2023-08-17 18:40,Exit Long Trailing,34608,32.3,1117935.3,-96.9,-0.01,290.7,0.03,-549.1,-0.05,118482.2,11.85
8297,Entry long,2023-08-17 18:35,Long,34611,32.3,1117935.3,-96.9,-0.01,290.7,0.03,-549.1,-0.05,118482.2,11.85
8298,Exit long,2023-08-17 20:00,Exit Long Trailing,34451,32.3,1115448.2,-2680.9,-0.24,64.6,0.01,-2680.9,-0.24,115801.3,11.58
8298,Entry long,2023-08-17 19:55,Long,34534,32.3,1115448.2,-2680.9,-0.24,64.6,0.01,-2680.9,-0.24,115801.3,11.58
8299,Exit long,2023-08-17 22:10,Exit Long Trailing,34434,32.3,1113025.7,-807.5,-0.07,129.2,0.01,-807.5,-0.07,114993.8,11.50
8299,Entry long,2023-08-17 22:05,Long,34459,32.3,1113025.7,-807.5,-0.07,129.2,0.01,-807.5,-0.07,114993.8,11.50
8300,Exit short,2023-08-18 17:20,Exit Short Trailing,34448,32.3,1114576.1,1905.7,0.17,1905.7,0.17,-549.1,-0.05,116899.5,11.69
8300,Entry short,2023-08-18 17:00,Short,34507,32.3,1114576.1,1905.7,0.17,1905.7,0.17,-549.1,-0.05,116899.5,11.69
8301,Exit short,2023-08-20 23:30,Exit Short Trailing,34501,32.3,1114414.6,32.3,0.00,129.2,0.01,0,0.00,116931.8,11.69
8301,Entry short,2023-08-20 23:25,Short,34502,32.3,1114414.6,32.3,0.00,129.2,0.01,0,0.00,116931.8,11.69
8302,Exit short,2023-08-21 02:10,Exit Short Trailing,34529,32.3,1114576.1,-710.6,-0.06,387.6,0.03,-710.6,-0.06,116221.2,11.62
8302,Entry short,2023-08-21 01:20,Short,34507,32.3,1114576.1,-710.6,-0.06,387.6,0.03,-710.6,-0.06,116221.2,11.62
8303,Exit short,2023-08-21 04:35,Exit Short Trailing,34506,32.3,1115157.5,613.7,0.06,613.7,0.06,-161.5,-0.01,116834.9,11.68
8303,Entry short,2023-08-21 03:15,Short,34525,32.3,1115157.5,613.7,0.06,613.7,0.06,-161.5,-0.01,116834.9,11.68
8304,Exit short,2023-08-21 09:20,Exit Short Trailing,34622,32.2,1114828.4,0,0.00,225.4,0.02,-64.4,-0.01,116834.9,11.68
8304,Entry short,2023-08-21 09:15,Short,34622,32.2,1114828.4,0,0.00,225.4,0.02,-64.4,-0.01,116834.9,11.68
8305,Exit short,2023-08-21 11:10,Exit Short Trailing,34610,32.2,1114570.8,128.8,0.01,289.8,0.03,-225.4,-0.02,116963.7,11.70
8305,Entry short,2023-08-21 11:05,Short,34614,32.2,1114570.8,128.8,0.01,289.8,0.03,-225.4,-0.02,116963.7,11.70
8306,Exit long,2023-08-21 15:20,Exit Long Trailing,34318,32.5,1115465,-130,-0.01,357.5,0.03,-812.5,-0.07,116833.7,11.68
8306,Entry long,2023-08-21 15:15,Long,34322,32.5,1115465,-130,-0.01,357.5,0.03,-812.5,-0.07,116833.7,11.68
8307,Exit short,2023-08-22 10:50,Exit Short Trailing,34536,32.3,1115900.4,387.6,0.03,387.6,0.03,-96.9,-0.01,117221.3,11.72
8307,Entry short,2023-08-22 10:45,Short,34548,32.3,1115900.4,387.6,0.03,387.6,0.03,-96.9,-0.01,117221.3,11.72
8308,Exit short,2023-08-22 12:00,Exit Short Trailing,34568,32.3,1116611,64.6,0.01,161.5,0.01,-64.6,-0.01,117285.9,11.73
8308,Entry short,2023-08-22 11:55,Short,34570,32.3,1116611,64.6,0.01,161.5,0.01,-64.6,-0.01,117285.9,11.73
8309,Exit short,2023-08-22 12:55,Exit Short Trailing,34511,32.3,1115965,1259.7,0.11,1259.7,0.11,-129.2,-0.01,118545.6,11.85
8309,Entry short,2023-08-22 12:40,Short,34550,32.3,1115965,1259.7,0.11,1259.7,0.11,-129.2,-0.01,118545.6,11.85
8310,Exit long,2023-08-22 15:45,Exit Long Trailing,34348,32.5,1116667.5,-357.5,-0.03,422.5,0.04,-357.5,-0.03,118188.1,11.82
8310,Entry long,2023-08-22 15:40,Long,34359,32.5,1116667.5,-357.5,-0.03,422.5,0.04,-357.5,-0.03,118188.1,11.82
8311,Exit long,2023-08-22 16:20,Exit Long Trailing,34303,32.6,1117886.6,391.2,0.03,456.4,0.04,-358.6,-0.03,118579.3,11.86
8311,Entry long,2023-08-22 16:15,Long,34291,32.6,1117886.6,391.2,0.03,456.4,0.04,-358.6,-0.03,118579.3,11.86
8312,Exit long,2023-08-22 18:40,Exit Long Trailing,34304,32.6,1118603.8,-293.4,-0.03,815,0.07,-293.4,-0.03,118285.9,11.83
8312,Entry long,2023-08-22 18:30,Long,34313,32.6,1118603.8,-293.4,-0.03,815,0.07,-293.4,-0.03,118285.9,11.83
8313,Exit long,2023-08-22 23:50,Exit Long Trailing,34306,32.5,1115172.5,-227.5,-0.02,227.5,0.02,-260,-0.02,118058.4,11.81
8313,Entry long,2023-08-22 22:05,Long,34313,32.5,1115172.5,-227.5,-0.02,227.5,0.02,-260,-0.02,118058.4,11.81
8314,Exit short,2023-08-23 07:15,Exit Short Trailing,34413,32.4,1114689.6,-291.6,-0.03,64.8,0.01,-291.6,-0.03,117766.8,11.78
8314,Entry short,2023-08-23 07:10,Short,34404,32.4,1114689.6,-291.6,-0.03,64.8,0.01,-291.6,-0.03,117766.8,11.78
8315,Exit short,2023-08-23 09:40,Exit Short Trailing,34426,32.4,1114495.2,-907.2,-0.08,129.6,0.01,-907.2,-0.08,116859.6,11.69
8315,Entry short,2023-08-23 09:20,Short,34398,32.4,1114495.2,-907.2,-0.08,129.6,0.01,-907.2,-0.08,116859.6,11.69
8316,Exit short,2023-08-23 10:45,Exit Short Trailing,34353,32.4,1114430.4,1393.2,0.13,1393.2,0.13,-388.8,-0.03,118252.8,11.83
8316,Entry short,2023-08-23 10:30,Short,34396,32.4,1114430.4,1393.2,0.13,1393.2,0.13,-388.8,-0.03,118252.8,11.83
8317,Exit short,2023-08-23 17:10,Exit Short Trailing,34465,32.4,1116374.4,-291.6,-0.03,162,0.01,-421.2,-0.04,117961.2,11.80
8317,Entry short,2023-08-23 17:05,Short,34456,32.4,1116374.4,-291.6,-0.03,162,0.01,-421.2,-0.04,117961.2,11.80
8318,Exit short,2023-08-23 17:25,Exit Short Trailing,34514,32.4,1117864.8,-388.8,-0.03,129.6,0.01,-453.6,-0.04,117572.4,11.76
8318,Entry short,2023-08-23 17:20,Short,34502,32.4,1117864.8,-388.8,-0.03,129.6,0.01,-453.6,-0.04,117572.4,11.76
8319,Exit short,2023-08-23 18:20,Exit Short Trailing,34449,32.4,1117346.4,1198.8,0.11,1198.8,0.11,0,0.00,118771.2,11.88
8319,Entry short,2023-08-23 18:15,Short,34486,32.4,1117346.4,1198.8,0.11,1198.8,0.11,0,0.00,118771.2,11.88
8320,Exit long,2023-08-24 13:40,Exit Long Trailing,34456,32.4,1115694,680.4,0.06,2041.2,0.18,-194.4,-0.02,119451.6,11.95
